;Idx,Name,Stdmode,Shape,MagUpID,ItemType,Weight,Anicount,Source,Reserved,Looks,IconEffect,InLooks,InLooksType,InLooksNum,DropLight,DropLightAni,DropSound,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,Shine,Job,NameColor,Smite,DamAdd,DcRedu,McRedu,IgnDef,DamReb,ExpAdd,DropRate,RareAttr,GodAttr,UserAttr,Desc,Effect,EffParam,TipEffect,TimeLimit
90,破甲宝石Lv6,42,5,,101,0,0,0,0,856,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,5#100#6#6#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
91,破甲宝石Lv7,42,5,,101,0,0,0,0,857,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,5#100#7#7#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
92,破甲宝石Lv8,42,5,,101,0,0,0,0,858,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,5#100#8#8#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
93,破甲宝石Lv9,42,5,,101,0,0,0,0,859,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,5#100#9#9#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
94,破甲宝石Lv10,42,5,,101,0,0,0,0,860,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,5#100#10#10#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
95,反伤宝石Lv1,42,6,,101,0,0,0,0,861,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#1#1#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
96,反伤宝石Lv2,42,6,,101,0,0,0,0,862,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#2#2#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
97,反伤宝石Lv3,42,6,,101,0,0,0,0,863,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#3#3#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
98,反伤宝石Lv4,42,6,,101,0,0,0,0,864,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#4#4#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
99,反伤宝石Lv5,42,6,,101,0,0,0,0,865,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#5#5#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
100,反伤宝石Lv6,42,6,,101,0,0,0,0,866,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#6#6#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
101,反伤宝石Lv7,42,6,,101,0,0,0,0,867,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#7#7#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
102,反伤宝石Lv8,42,6,,101,0,0,0,0,868,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#8#8#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
103,反伤宝石Lv9,42,6,,101,0,0,0,0,869,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#9#9#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
104,反伤宝石Lv10,42,6,,101,0,0,0,0,870,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,6#100#10#10#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
105,增伤宝石Lv1,42,7,,101,0,0,0,0,871,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#1#1#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
106,增伤宝石Lv2,42,7,,101,0,0,0,0,872,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#2#2#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
107,增伤宝石Lv3,42,7,,101,0,0,0,0,873,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#3#3#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
108,增伤宝石Lv4,42,7,,101,0,0,0,0,874,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#4#4#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
109,增伤宝石Lv5,42,7,,101,0,0,0,0,875,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#5#5#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
110,增伤宝石Lv6,42,7,,101,0,0,0,0,876,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#6#6#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
111,增伤宝石Lv7,42,7,,101,0,0,0,0,877,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#7#7#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
112,增伤宝石Lv8,42,7,,101,0,0,0,0,878,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#8#8#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
113,增伤宝石Lv9,42,7,,101,0,0,0,0,879,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#9#9#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
114,增伤宝石Lv10,42,7,,101,0,0,0,0,880,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,2#100#10#10#100,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
115,1级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
116,2级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
117,3级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
118,4级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
119,5级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
120,6级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
121,7级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
122,8级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
123,9级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
124,10级备用宝石,42,8,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
125,1级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
126,2级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
127,3级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
128,4级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
129,5级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
130,6级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
131,7级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
132,8级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
133,9级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
134,10级备用宝石,42,9,,101,0,0,0,0,0,0,0,0,0,,,new-baoshi2.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以镶嵌到装备孔内/FCOLOR=254>,,,,0
135,金锥,44,1,,100,0,0,0,0,890,0,0,0,0,,,new-baoshi1.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以为装备进行打孔/FCOLOR=254>,,,,0
136,一孔摘除水晶,45,1,,102,0,0,0,0,914,0,0,0,0,,,new-baoshi1.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以拆除装备第一个孔内的宝石/FCOLOR=254>,,,,0
137,二孔摘除水晶,45,2,,102,0,0,0,0,918,0,0,0,0,,,new-baoshi1.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以拆除装备第一个孔内的宝石/FCOLOR=254>,,,,0
138,三孔摘除水晶,45,3,,102,0,0,0,0,919,0,0,0,0,,,new-baoshi1.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以拆除装备第一个孔内的宝石/FCOLOR=254>,,,,0
139,四孔摘除水晶,45,4,,102,0,0,0,0,917,0,0,0,0,,,new-baoshi1.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以拆除装备第一个孔内的宝石/FCOLOR=254>,,,,0
140,五孔摘除水晶,45,5,,102,0,0,0,0,915,0,0,0,0,,,new-baoshi1.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<可以拆除装备第一个孔内的宝石/FCOLOR=254>,,,,0
141,~~~~~~~~~~~~~~~~~,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
142,沃玛号角,41,0,,,0,0,0,0,1030,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<创建行会的必须物品/FCOLOR=254>,,,,0
143,祖玛头像,41,0,,,0,0,0,0,1029,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<申请攻城的必须物品/FCOLOR=254>,,,,0
144,修复神水,41,0,,,0,0,0,0,912,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<使用后修复身上穿戴的所有装备/FCOLOR=254>,,,,0
145,注释,41,0,,,0,0,0,0,1074,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
146,觉醒卷轴·狂血[初阶],41,0,,,0,0,0,0,924,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,158,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
147,觉醒卷轴·狂血[中阶],41,0,,,0,0,0,0,923,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,250,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
148,觉醒卷轴·狂血[高阶],41,0,,,0,0,0,0,925,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,146,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
149,觉醒卷轴·狂血[宗师],41,0,,,0,0,0,0,926,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,253,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
150,觉醒卷轴·狂血[神],41,0,,,0,0,0,0,927,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,58,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
151,觉醒卷轴·玲珑[初阶],41,0,,,0,0,0,0,924,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,158,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
152,觉醒卷轴·玲珑[中阶],41,0,,,0,0,0,0,923,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,250,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
153,觉醒卷轴·玲珑[高阶],41,0,,,0,0,0,0,925,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,146,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
154,觉醒卷轴·玲珑[宗师],41,0,,,0,0,0,0,926,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,253,0,0,0,0,0,0,0,0,0,0,0,<职业觉醒所需/FCOLOR=254>,,,,0
155,觉醒卷轴·玲珑[神],41,0,,,0,0,0,0,927,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,58,0,0,0,0,0,0,0,0,0,0,0,<夺宝大乱斗活动专用/FCOLOR=254>,,,,0
156,红包(小),41,0,,,0,1,5,0,1101,0,0,0,0,,,new-wupin.ogg,9999,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<打开获得100元宝/FCOLOR=254>,,,,0
157,祝福油,41,0,,,0,1,5,0,911,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,0,100,5,,,255,0,0,0,0,0,0,0,0,0,0,0,<为武器附加幸运，最高+3/FCOLOR=251>,,,,0
158,超级祝福油,41,0,,,0,1,5,0,911,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,35,100,1,,,255,0,0,0,0,0,0,0,0,0,0,0,<为武器附加幸运，最高+9/FCOLOR=251>,,,,0
159,背包扩充卷,41,0,,,0,1,5,0,923,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,0,100,5,,,255,0,0,0,0,0,0,0,0,0,0,0,<增加一格背包空间/FCOLOR=251>,,,,0
160,强化卷轴,41,0,,,0,1,5,0,935,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,0,100,5,,,255,0,0,0,0,0,0,0,0,0,0,0,<强化装备/FCOLOR=251>,,,,0
161,鉴定卷轴,41,0,,,0,1,5,0,929,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,,0,0,0,0,0,0,0,0,0,0,0,0,<鉴定装备/FCOLOR=251>,,,,0
162,转移水晶,41,0,,,0,1,5,0,893,0,0,0,0,,,new-baoshi1.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<转移装备上的强化值到另一件装备/FCOLOR=251>,,,,0
163,夺宝宝箱,41,0,,,0,0,0,0,900,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
164,夺宝胜利宝箱,41,0,,,0,0,0,0,901,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
165,求婚戒指,22,0,,,1,0,0,0,410,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,0,0,0,0,0,0,0,1,100,100,,,255,0,0,0,0,0,0,0,0,0,0,0,<男人戴上可以对心爱的女人求婚/FCOLOR=251>,,,,
166,红包(中),41,0,,,0,1,5,0,1101,0,0,0,0,,,new-wupin.ogg,9999,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<打开获得1000元宝/FCOLOR=254>,,,,0
167,红包(大),41,0,,,0,1,5,0,1101,0,0,0,0,,,new-wupin.ogg,9999,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<打开获得10000元宝/FCOLOR=254>,,,,0
168,传送戒指,22,0,,,1,0,0,0,410,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,0,0,0,0,0,0,0,1,100,100,,,255,0,0,0,0,0,0,0,0,0,0,0,<戴上可以使用快捷传送功能/FCOLOR=251>,112,,,
169,抽奖券,41,0,,,0,1,5,0,931,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
170,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
171,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
172,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
173,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
174,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
175,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
176,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
177,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
178,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
179,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
180,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
181,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
182,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
183,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
184,~~~~~~~~~~~~~~~~~,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
185,刺杀剑法,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
186,半月弯刀,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
187,烈火剑法,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
188,野蛮冲撞,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
189,逐日剑法,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
190,开天斩,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
191,十步一杀,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
192,擒龙手,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
193,护体神盾,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
194,分身术,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
