[2023/12/19 22:12:10 234]  [正在初始地图文件 0 (2/848)]
[2023/12/19 23:11:27 531] [连接] LS选服添加会话:admin1/17
[2023/12/19 23:11:41 749] {保存} 保存无限仓库和租赁商店
[2023/12/19 23:11:42 312] {保存} 保存变量
[2023/12/19 23:11:42 326] {保存} 系统数据, 类型: 1
[2023/12/19 23:12:10 221] 在线数: 0 (0/0)
[2023/12/19 23:12:11 984] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:13:28 746] [连接] LS请求关闭会话:admin1/17
[2023/12/19 23:14:03 030] [连接] LS选服添加会话:admin1/18
[2023/12/19 23:14:31 231] [连接] LS请求关闭会话:admin1/18
[2023/12/19 23:14:32 889] [连接] LS选服添加会话:admin1/19
[2023/12/19 23:17:10 234] 在线数: 0 (0/0)
[2023/12/19 23:17:11 995] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:19:41 775] {保存} 保存无限仓库和租赁商店
[2023/12/19 23:19:41 776] {保存} 保存变量
[2023/12/19 23:19:41 805] {保存} 系统数据, 类型: 1
[2023/12/19 23:20:14 453] [连接] LS请求关闭会话:admin1/19
[2023/12/19 23:20:15 355] [连接] LS选服添加会话:admin1/20
[2023/12/19 23:20:48 463] [连接] LS请求关闭会话:admin1/20
[2023/12/19 23:21:22 910] [连接] LS选服添加会话:admin1/21
[2023/12/19 23:22:10 253] 在线数: 0 (0/0)
[2023/12/19 23:22:12 032] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:22:37 093] [连接] LS请求关闭会话:admin1/21
[2023/12/19 23:23:10 972] [连接] LS选服添加会话:admin1/22
[2023/12/19 23:23:58 172] [连接] LS请求关闭会话:admin1/22
[2023/12/19 23:23:59 657] [连接] LS选服添加会话:admin1/23
[2023/12/19 23:24:07 395] [连接] LS请求关闭会话:admin1/23
[2023/12/19 23:24:09 232] [连接] LS选服添加会话:admin1/24
[2023/12/19 23:25:06 088] [连接] LS请求关闭会话:admin1/24
[2023/12/19 23:25:09 570] [连接] LS选服添加会话:admin1/25
[2023/12/19 23:25:30 980] {保存} 保存角色完成: ddmir3, TICK: 79
[2023/12/19 23:25:43 094] {保存} 保存角色完成: ddmir4, TICK: 94
[2023/12/19 23:25:56 200] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/19 23:26:04 673] {保存} 保存角色完成: 九级心震, TICK: 47
[2023/12/19 23:26:16 820] {保存} 保存角色完成: ddmir3, TICK: 63
[2023/12/19 23:26:24 413] {保存} 保存角色完成: ddmir3, TICK: 62
[2023/12/19 23:27:10 262] 在线数: 1 (1/0)
[2023/12/19 23:27:12 059] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:28:11 768] {保存} 保存无限仓库和租赁商店
[2023/12/19 23:28:12 330] {保存} 保存变量
[2023/12/19 23:28:12 333] {保存} 系统数据, 类型: 1
[2023/12/19 23:32:10 290] 在线数: 1 (1/0)
[2023/12/19 23:32:12 085] {统计}GameServer: 处理:31/641 传输:0/16 角色:31/641
[2023/12/19 23:34:34 739] [脚本错误] [GIVE]: , NPC名称:助手阿妍, 地图:0(284,606), [61][give 介绍信 1]
[2023/12/19 23:34:34 739] {错误} GIVE 物品不存在, Item:介绍信, COUNT:1
[2023/12/19 23:35:14 362] [脚本错误] [GIVE]: , NPC名称:助手阿妍, 地图:0(284,606), [61][give 介绍信 1]
[2023/12/19 23:35:14 362] {错误} GIVE 物品不存在, Item:介绍信, COUNT:1
[2023/12/19 23:35:32 208] [脚本错误] [GIVE]: , NPC名称:助手阿妍, 地图:0(284,606), [61][give 介绍信 1]
[2023/12/19 23:35:32 208] {错误} GIVE 物品不存在, Item:介绍信, COUNT:1
[2023/12/19 23:36:28 834] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/19 23:36:41 772] {保存} 保存无限仓库和租赁商店
[2023/12/19 23:36:41 774] {保存} 保存变量
[2023/12/19 23:36:41 832] {保存} 系统数据, 类型: 1
[2023/12/19 23:37:10 293] 在线数: 1 (1/0)
[2023/12/19 23:37:12 102] {统计}GameServer: 处理:31/641 传输:15/16 角色:31/641
[2023/12/19 23:42:10 316] 在线数: 1 (1/0)
[2023/12/19 23:42:12 123] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:45:11 766] {保存} 保存无限仓库和租赁商店
[2023/12/19 23:45:12 614] {保存} 保存变量
[2023/12/19 23:45:12 615] {保存} 系统数据, 类型: 1
[2023/12/19 23:46:28 847] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/19 23:47:10 323] 在线数: 1 (1/0)
[2023/12/19 23:47:12 149] {统计}GameServer: 处理:31/641 传输:0/16 角色:31/641
[2023/12/19 23:51:53 299] [连接] LS请求关闭会话:admin1/25
[2023/12/19 23:51:53 376] {保存} 保存角色完成: ddmir5, TICK: 62
[2023/12/19 23:52:10 348] 在线数: 0 (0/0)
[2023/12/19 23:52:12 158] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:52:52 086] [连接] LS选服添加会话:admin1/26
[2023/12/19 23:52:56 572] [连接] LS请求关闭会话:admin1/26
[2023/12/19 23:52:56 588] [连接] LS选服添加会话:admin1/27
[2023/12/19 23:53:41 774] {保存} 保存无限仓库和租赁商店
[2023/12/19 23:53:41 775] {保存} 保存变量
[2023/12/19 23:53:41 819] {保存} 系统数据, 类型: 1
[2023/12/19 23:53:44 133] [连接] LS请求关闭会话:admin1/27
[2023/12/19 23:53:44 194] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/19 23:55:43 047] [连接] LS选服添加会话:admin1/28
[2023/12/19 23:57:10 367] 在线数: 1 (1/0)
[2023/12/19 23:57:12 182] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:00:05 948] [连接] LS请求关闭会话:admin1/28
[2023/12/20 0:00:05 964] {保存} 保存角色完成: ddmir5, TICK: 31
[2023/12/20 0:02:10 372] 在线数: 0 (0/0)
[2023/12/20 0:02:11 772] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:02:12 354] {保存} 保存变量
[2023/12/20 0:02:12 355] {保存} 系统数据, 类型: 1
[2023/12/20 0:02:12 385] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:02:41 016] [连接] LS选服添加会话:admin1/29
[2023/12/20 0:03:34 710] [连接] LS请求关闭会话:admin1/29
[2023/12/20 0:03:34 757] {保存} 保存角色完成: ddmir5, TICK: 31
[2023/12/20 0:07:10 397] 在线数: 0 (0/0)
[2023/12/20 0:07:12 413] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:07:27 641] [连接] LS选服添加会话:admin1/30
[2023/12/20 0:10:41 767] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:10:41 771] {保存} 保存变量
[2023/12/20 0:10:41 811] {保存} 系统数据, 类型: 1
[2023/12/20 0:12:10 416] 在线数: 1 (1/0)
[2023/12/20 0:12:12 430] {统计}GameServer: 处理:32/641 传输:0/16 角色:32/641
[2023/12/20 0:17:10 418] 在线数: 1 (1/0)
[2023/12/20 0:17:12 457] {统计}GameServer: 处理:32/641 传输:0/16 角色:32/641
[2023/12/20 0:17:13 960] [连接] LS请求关闭会话:admin1/30
[2023/12/20 0:17:14 006] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/20 0:19:11 765] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:19:12 394] {保存} 保存变量
[2023/12/20 0:19:12 408] {保存} 系统数据, 类型: 1
[2023/12/20 0:22:10 444] 在线数: 0 (0/0)
[2023/12/20 0:22:12 469] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:27:10 452] 在线数: 0 (0/0)
[2023/12/20 0:27:12 491] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:27:41 771] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:27:41 772] {保存} 保存变量
[2023/12/20 0:27:41 815] {保存} 系统数据, 类型: 1
[2023/12/20 0:32:10 478] 在线数: 0 (0/0)
[2023/12/20 0:32:12 497] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:36:11 776] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:36:12 373] {保存} 保存变量
[2023/12/20 0:36:12 374] {保存} 系统数据, 类型: 1
[2023/12/20 0:37:10 493] 在线数: 0 (0/0)
[2023/12/20 0:37:12 531] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:42:10 495] 在线数: 0 (0/0)
[2023/12/20 0:42:12 564] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/20 0:43:06 270] [连接] LS选服添加会话:admin1/31
[2023/12/20 0:44:11 777] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:44:11 778] {保存} 保存变量
[2023/12/20 0:44:11 820] {保存} 系统数据, 类型: 1
[2023/12/20 0:46:49 018] [连接] LS请求关闭会话:admin1/31
[2023/12/20 0:46:49 110] {保存} 保存角色完成: ddmir5, TICK: 79
[2023/12/20 0:47:10 512] 在线数: 0 (0/0)
[2023/12/20 0:47:12 584] {统计}GameServer: 处理:31/641 传输:0/16 角色:31/641
[2023/12/20 0:47:25 048] [连接] LS选服添加会话:admin1/32
[2023/12/20 0:52:10 532] 在线数: 1 (1/0)
[2023/12/20 0:52:12 601] {统计}GameServer: 处理:31/641 传输:0/16 角色:31/641
[2023/12/20 0:52:41 775] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:52:42 299] {保存} 保存变量
[2023/12/20 0:52:42 310] {保存} 系统数据, 类型: 1
[2023/12/20 0:55:34 822] 重新加载怪物数据库完成...
[2023/12/20 0:56:28 342] 游戏网关[0]R(127.0.0.1:52208)=>L(127.0.0.1:5000)已关闭
[2023/12/20 0:56:28 372] [连接] LS请求关闭会话:admin1/32
[2023/12/20 0:56:28 432] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/20 0:56:28 652] 登录服务器(127.0.0.1:5600)断开连接...
[2023/12/20 0:56:29 143] {退出} 收到GameCenter的关闭消息
[2023/12/20 0:56:29 143] 游戏网关端口(127.0.0.1:5000)已关闭...
[2023/12/20 0:56:29 154] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/20 0:56:29 254] {保存} 保存无限仓库和租赁商店
[2023/12/20 0:56:29 825] {保存} 保存变量
[2023/12/20 0:56:29 825] {保存} 保存完毕,关服
