[2023/12/22 22:47:27 265]  [正在初始地图文件 0 (2/945)]
[2023/12/22 23:12:04 569] [连接] LS请求关闭会话:admin1/3
[2023/12/22 23:12:04 692] {保存} 保存角色完成: ddmir4, TICK: 109
[2023/12/22 23:12:27 017] 在线数: 0 (0/0)
[2023/12/22 23:12:28 946] {统计}GameServer: 处理:16/391 传输:0/0 角色:16/375
[2023/12/22 23:12:58 826] {保存} 保存无限仓库和租赁商店
[2023/12/22 23:12:59 397] {保存} 保存变量
[2023/12/22 23:12:59 405] {保存} 系统数据, 类型: 1
[2023/12/22 23:13:06 299] [连接] LS选服添加会话:admin1/4
[2023/12/22 23:17:02 860] [连接] LS请求关闭会话:admin1/4
[2023/12/22 23:17:02 937] {保存} 保存角色完成: ddmir5, TICK: 63
[2023/12/22 23:17:27 028] 在线数: 0 (0/0)
[2023/12/22 23:17:28 969] {统计}GameServer: 处理:32/391 传输:0/0 角色:32/375
[2023/12/22 23:17:30 932] [连接] LS选服添加会话:admin1/5
[2023/12/22 23:18:09 270] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/22 23:19:45 501] {卡顿} ProcessMonsters, tick [125]
[2023/12/22 23:21:00 715] [连接] LS请求关闭会话:admin1/5
[2023/12/22 23:21:00 791] {保存} 保存角色完成: ddmir5, TICK: 63
[2023/12/22 23:21:28 825] {保存} 保存无限仓库和租赁商店
[2023/12/22 23:21:28 826] {保存} 保存变量
[2023/12/22 23:21:28 869] {保存} 系统数据, 类型: 1
[2023/12/22 23:21:33 397] [连接] LS选服添加会话:admin1/6
[2023/12/22 23:22:27 041] 在线数: 1 (1/0)
[2023/12/22 23:22:28 998] {统计}GameServer: 处理:32/391 传输:0/0 角色:32/375
[2023/12/22 23:22:32 428] {保存} 保存角色完成: ddmir5, TICK: 63
[2023/12/22 23:22:58 805] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/22 23:23:09 714] [连接] LS请求关闭会话:admin1/6
[2023/12/22 23:23:09 774] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/22 23:23:25 713] {卡顿} ProcessMonsters, tick [172]
[2023/12/22 23:23:28 794] {卡顿} ProcessMonsters, tick [156]
[2023/12/22 23:23:30 918] {卡顿} ProcessMonsters, tick [359]
[2023/12/22 23:23:33 597] {卡顿} ProcessMonsters, tick [46]
[2023/12/22 23:23:33 661] {卡顿} ProcessMonsters, tick [47]
[2023/12/22 23:23:38 358] {卡顿} ProcessMonsters, tick [453]
[2023/12/22 23:23:43 784] {卡顿} ProcessMonsters, tick [188]
[2023/12/22 23:23:45 806] {卡顿} ProcessMonsters, tick [157]
[2023/12/22 23:23:48 830] {卡顿} ProcessMonsters, tick [172]
[2023/12/22 23:23:53 092] {卡顿} ProcessMonsters, tick [47]
[2023/12/22 23:23:55 190] {卡顿} ProcessMonsters, tick [500]
[2023/12/22 23:24:01 231] {卡顿} ProcessMonsters, tick [218]
[2023/12/22 23:24:03 825] {卡顿} ProcessMonsters, tick [765]
[2023/12/22 23:24:16 068] {卡顿} ProcessMonsters, tick [62]
[2023/12/22 23:24:18 011] {卡顿} ProcessNpcs, tick [63]
[2023/12/22 23:24:20 329] {卡顿} ProcessMonsters, tick [125]
[2023/12/22 23:24:24 418] {卡顿} ProcessMonsters, tick [94]
[2023/12/22 23:24:32 146] {卡顿} ProcessMonsters, tick [140]
[2023/12/22 23:24:34 659] {卡顿} ProcessMonsters, tick [422]
[2023/12/22 23:24:36 996] {卡顿} ProcessMonsters, tick [203]
[2023/12/22 23:24:44 151] {卡顿} ProcessMonsters, tick [47]
[2023/12/22 23:25:24 474] [连接] LS选服添加会话:admin1/7
[2023/12/22 23:25:36 162] {保存} 保存角色完成: ddmir5, TICK: 109
[2023/12/22 23:25:46 587] {保存} 保存角色完成: ddmir5, TICK: 125
[2023/12/22 23:25:47 467] [连接] LS请求关闭会话:admin1/7
[2023/12/22 23:25:50 525] [连接] LS选服添加会话:admin1/8
[2023/12/22 23:26:01 416] [连接] LS请求关闭会话:admin1/8
[2023/12/22 23:26:01 492] {保存} 保存角色完成: ddmir5, TICK: 62
[2023/12/22 23:26:16 126] [连接] LS选服添加会话:admin1/9
[2023/12/22 23:26:30 541] {保存} 保存角色完成: ddmir5, TICK: 63
[2023/12/22 23:27:27 061] 在线数: 1 (1/0)
[2023/12/22 23:27:29 005] {统计}GameServer: 处理:31/765 传输:0/0 角色:31/765
[2023/12/22 23:29:25 501] {保存} 保存角色完成: ddmir5, TICK: 94
[2023/12/22 23:29:58 818] {保存} 保存无限仓库和租赁商店
[2023/12/22 23:29:59 377] {保存} 保存变量
[2023/12/22 23:29:59 380] {保存} 系统数据, 类型: 1
[2023/12/22 23:30:19 593] {保存} 保存角色完成: ddmir4, TICK: 172
[2023/12/22 23:32:27 085] 在线数: 1 (1/0)
[2023/12/22 23:32:29 026] {统计}GameServer: 处理:16/765 传输:0/0 角色:16/765
[2023/12/22 23:37:27 104] 在线数: 1 (1/0)
[2023/12/22 23:37:29 055] {统计}GameServer: 处理:31/765 传输:0/0 角色:31/765
[2023/12/22 23:38:28 825] {保存} 保存无限仓库和租赁商店
[2023/12/22 23:38:28 828] {保存} 保存变量
[2023/12/22 23:38:28 869] {保存} 系统数据, 类型: 1
[2023/12/22 23:40:20 671] {保存} 保存角色完成: ddmir4, TICK: 94
[2023/12/22 23:42:27 122] 在线数: 1 (1/0)
[2023/12/22 23:42:29 087] {统计}GameServer: 处理:31/765 传输:0/15 角色:31/765
[2023/12/22 23:44:09 677] 游戏网关[0]R(127.0.0.1:58066)=>L(127.0.0.1:5000)已关闭
[2023/12/22 23:44:09 683] 游戏网关端口(127.0.0.1:5000)已关闭...
[2023/12/22 23:44:09 688] [连接] LS请求关闭会话:admin1/9
[2023/12/22 23:44:09 795] {保存} 保存角色完成: ddmir4, TICK: 78
[2023/12/22 23:44:09 800] {保存} 保存无限仓库和租赁商店
[2023/12/22 23:44:10 326] {保存} 保存变量
[2023/12/22 23:44:10 326] {保存} 保存完毕,关服
