;代码	x	y	名称	        范围	数量	时间
D5074	50	50	祖玛弓箭手0	50	2	30
D5074	50	50	祖玛雕像0	50	2	30
D5074	50	50	祖玛卫士0	50	2	30
D5074	50	50	祖玛弓箭手0	50	2	30
;祖玛教主之家
D515	22	20	角蝇    	20	2	16
D515	73	22	楔蛾    	7	6	11
D515	19	24	祖玛教主	0	1	180

;地牢一层东
D601	40	27	蜈蚣    	50	25	6
D601	18	166	蜈蚣    	50	25	6
D601	161	208	蜈蚣    	50	25	6
D601	84	104	蜈蚣    	50	25	6
D601	187	36	蜈蚣    	50	25	6
D601	144	73	蜈蚣    	50	25	6
D601	100	100	蜈蚣    	100	10	10	50
D601	100	100	蜈蚣    	100	10	10	50
D601	40	27	跳跳蜂   	50	25	6
D601	18	166	跳跳蜂  	50	25	6
D601	161	208	跳跳蜂  	50	25	6
D601	84	104	巨型蠕虫	50	25	6
D601	187	36	巨型蠕虫	50	25	6
D601	144	73	巨型蠕虫	50	25	6
D601	40	27	黑色恶蛆	50	5	6
D601	18	166	黑色恶蛆	50	5	6
D601	161	208	黑色恶蛆	50	5	6
D601	84	104	黑色恶蛆	50	5	6
D601	187	36	黑色恶蛆	50	5	6
D601	144	73	黑色恶蛆	50	5	6
;特殊
D601	100	100	蜈蚣0   	100	2	10
D601	100	100	跳跳蜂0  	100	2	10
D601	100	100	巨型蠕虫0	100	2	10
D601	100	100	黑色恶蛆0	100	2	10

;地牢一层西
D602	60	47	蜈蚣    	60	18	6
D602	101	101	蜈蚣    	60	18	6
D602	78	167	蜈蚣    	60	18	6
D602	144	151	蜈蚣    	60	18	6
D602	178	43	蜈蚣    	60	18	6
D602	100	100	蜈蚣     	100	10	10	50
D602	100	100	蜈蚣    	100	10	10	50
D602	60	47	钳虫    	60	14	6
D602	101	101	钳虫    	60	14	6
D602	78	167	钳虫    	60	14	6
D602	144	151	钳虫    	60	14	6
D602	178	43	钳虫    	60	14	6
D602	100	100	钳虫    	100	10	10	50
D602	100	100	钳虫    	100	10	10	50
D602	60	47	黑色恶蛆	60	8	6
D602	101	101	黑色恶蛆	60	8	6
D602	78	167	黑色恶蛆	60	8	6
D602	144	151	黑色恶蛆	60	8	6
D602	178	43	黑色恶蛆	60	8	6
;特殊
D602	100	100	蜈蚣0   	100	2	10
D602	100	100	钳虫0   	100	2	10
D602	100	100	黑色恶蛆0	100	2	10
;地牢一层北
D603	76	94	黑色恶蛆	60	10	7
D603	60	150	黑色恶蛆	60	10	7
D603	159	59	黑色恶蛆	60	10	7
D603	138	161	黑色恶蛆	60	10	7
D603	76	94	钳虫    	60	20	7
D603	60	150	钳虫    	60	20	7
D603	159	59	钳虫    	60	20	7
D603	138	161	钳虫    	60	20	7
D603	76	94	蜈蚣    	60	20	7
D603	60	150	蜈蚣    	60	20	7
D603	159	59	蜈蚣    	60	20	7
D603	138	161	蜈蚣    	60	20	7
D603	100	100	蜈蚣    	100	10	10	50
D603	100	100	蜈蚣    	100	10	10	50
D603	100	100	钳虫    	100	10	10	50
D603	100	100	钳虫    	100	10	10	50
D603	100	100	邪恶钳虫	100	1	90
;特殊
D603	100	100	黑色恶蛆0	100	2	20
D603	100	100	钳虫0   	100	2	20
D603	100	100	蜈蚣0   	100	2	20
;地牢一层西
D604	35	42	黑色恶蛆	60	15	7
D604	52	130	黑色恶蛆	60	15	7
D604	148	50	黑色恶蛆	60	15	7
D604	118	112	黑色恶蛆	60	15	7
D604	35	42	跳跳蜂   	60	15	7
D604	52	130	跳跳蜂  	60	15	7
D604	148	50	跳跳蜂  	60	15	7
D604	118	112	跳跳蜂  	60	15	7
D604	35	42	钳虫    	60	20	7
D604	52	130	钳虫    	60	20	7
D604	148	50	钳虫     	60	20	7
D604	118	112	钳虫    	60	20	7
D604	35	42	蜈蚣    	60	20	7
D604	52	130	蜈蚣    	60	20	7
D604	148	50	蜈蚣    	60	20	7
D604	118	112	蜈蚣    	60	20	7
D604	100	100	钳虫    	100	10	10	50
D604	100	100	钳虫    	100	10	10	50
D604	100	100	蜈蚣    	100	10	10	50
D604	100	100	蜈蚣    	100	10	10	50
D604	100	100	邪恶钳虫	100	1	90
;特殊
D604	100	100	黑色恶蛆0	100	2	20
D604	100	100	跳跳蜂0  	100	2	20
D604	100	100	钳虫0   	100	2	20
D604	100	100	蜈蚣0   	100	2	20
;地牢一层北
D605	55	27	黑色恶蛆	50	12	7
D605	89	81	黑色恶蛆	50	12	7
D605	51	131	黑色恶蛆	50	12	7
D605	126	37	黑色恶蛆	50	12	7
D605	162	92	黑色恶蛆	50	12	7
D605	55	27	巨型蠕虫	50	8	7
D605	89	81	巨型蠕虫	50	8	7
D605	51	131	巨型蠕虫	50	8	7
D605	126	37	巨型蠕虫	50	8	7
D605	162	92	巨型蠕虫	50	8	7
D605	55	27	钳虫    	50	12	7
D605	89	81	钳虫    	50	12	7
D605	51	131	钳虫    	50	12	7
D605	126	37	钳虫    	50	12	7
D605	162	92	钳虫    	50	12	7
D605	55	27	蜈蚣    	50	12	7
D605	89	81	蜈蚣    	50	12	7
D605	51	131	蜈蚣    	50	12	7
D605	126	37	蜈蚣    	50	12	7
D605	162	92	蜈蚣    	50	12	7
D605	100	100	钳虫    	100	10	10	50
D605	100	100	钳虫    	100	10	10	50
D605	100	100	蜈蚣    	100	10	10	50
D605	100	100	蜈蚣    	100	10	10	50
D605	100	100	邪恶钳虫	100	1	90
;特殊
D605	100	100	黑色恶蛆0	100	2	20
D605	100	100	巨型蠕虫0	100	2	20
D605	100	100	钳虫0   	100	2	20
D605	100	100	蜈蚣0   	100	2	20
;死亡棺材
D606	19	39	黑色恶蛆	70	20	7
D606	97	81	黑色恶蛆	70	20	7
D606	57	166	黑色恶蛆	70	20	7
D606	178	127	黑色恶蛆	70	20	7
D606	19	39	跳跳蜂  	70	8	7
D606	97	81	跳跳蜂  	70	8	7
D606	57	166	跳跳蜂  	70	8	7
D606	178	127	跳跳蜂  	70	8	7
D606	19	39	巨型蠕虫	70	8	7
D606	97	81	巨型蠕虫	70	8	7
D606	57	166	巨型蠕虫	70	8	7
D606	178	127	巨型蠕虫	70	8	7
D606	19	39	钳虫    	70	20	7
D606	97	81	钳虫    	70	20	7
D606	57	166	钳虫    	70	20	7
D606	178	127	钳虫    	70	20	7
D606	100	100	钳虫    	100	10	10	50
D606	100	100	钳虫    	100	10	10	50
D606	100	100	蜈蚣     	100	80	7
D606	100	100	蜈蚣    	100	10	10	50
D606	100	100	蜈蚣    	100	10	10	50
D606	100	100	邪恶钳虫	100	2	90
;特殊
D606	100	100	蜈蚣0   	50	2	20
D606	100	100	跳跳蜂0 	50	2	20
D606	100	100	巨型蠕虫0	50	2	20
D606	100	100	钳虫0   	50	2	20
D606	83	168	触龙神  	40	1	60
D606	77	170	蜈蚣    	6	3	5	40

;黑暗地带
D612	70	76	黑色恶蛆	70	20	7
D612	210	72	黑色恶蛆	70	20	7
D612	79	220	黑色恶蛆	70	20	7
D612	200	213	黑色恶蛆	70	20	7
D612	70	76	跳跳蜂  	70	10	7
D612	210	72	跳跳蜂  	70	10	7
D612	79	220	跳跳蜂  	70	10	7
D612	200	213	跳跳蜂  	70	10	7
D612	70	76	跳跳蜂  	70	10	7
D612	70	76	巨型蠕虫	70	20	7
D612	210	72	巨型蠕虫	70	20	7
D612	79	220	巨型蠕虫	70	20	7
D612	200	213	巨型蠕虫	70	20	7
D612	70	76	钳虫    	70	20	7
D612	210	72	钳虫    	70	20	7
D612	79	220	钳虫    	70	20	7
D612	200	213	钳虫    	70	20	7
D612	150	134	钳虫    	70	20	7
D612	19	39	钳虫    	70	20	7
D612	97	81	钳虫    	70	20	7
D612	57	166	钳虫    	70	20	7
D612	178	127	钳虫    	70	20	7
D612	150	150	钳虫    	100	10	10	
D612	150	150	钳虫    	100	10	10
D612	150	150	蜈蚣    	100	10	10	
D612	150	150	蜈蚣    	100	10	10	
;特殊
D612	150	150	邪恶钳虫	150	1	60
D612	150	150	邪恶钳虫2	150	1	30
;一线天
D618	150	150	蜈蚣0   	100	2	20
D618	150	150	跳跳蜂0  	100	2	20
D618	150	150	巨型蠕虫0	100	2	20
D618	150	150	钳虫0   	100	2	20
D618	150	150	黑色恶蛆0	100	2	20
D618	19	39	黑色恶蛆	70	20	7
D618	97	81	黑色恶蛆	70	20	7
D618	57	166	黑色恶蛆	70	20	7
D618	178	127	黑色恶蛆	70	20	7
D618	19	39	跳跳蜂  	70	8	7
D618	97	81	跳跳蜂  	70	8	7
D618	57	166	跳跳蜂  	70	8	7
D618	178	127	跳跳蜂  	70	8	7
D618	19	39	巨型蠕虫	70	8	7
D618	97	81	巨型蠕虫	70	8	7
D618	57	166	巨型蠕虫	70	8	7
D618	178	127	巨型蠕虫	70	8	7
D618	19	39	钳虫    	70	30	7
D618	97	81	钳虫    	70	30	7
D618	57	166	钳虫    	70	30	7
D618	178	127	钳虫    	70	30	7
D618	100	100	钳虫    	100	10	10	
D618	100	100	钳虫    	100	10	10
D618	100	100	蜈蚣    	100	40	7
D618	100	100	蜈蚣    	100	10	10	
D618	100	100	蜈蚣    	100	10	10	
;特殊
D618	100	100	蜈蚣0   	70	2	20
D618	100	100	跳跳蜂0	        70	2	20
D618	100	100	巨型蠕虫0	70	2	20
D618	100	100	钳虫0   	70	2	20
D618	100	100	黑色恶蛆0	70	2	20
D618	100	100	邪恶钳虫	100	2	30
D618	100	100	邪恶钳虫2	100	2	15
;生死之间
D613	19	17	钳虫    	50	5	7
D613	41	23	钳虫    	50	10	7
D613	52	33	钳虫    	50	10	7
D613	64	47	钳虫    	50	5	7
D613	79	54	钳虫    	50	10	7
D613	77	74	钳虫    	50	10	7
D613	53	76	钳虫    	50	5	7
D613	44	59	钳虫    	50	10	7
D613	28	62	钳虫    	50	10	7
D613	18	56	钳虫    	50	5	7
D613	50	50	黑色恶蛆	70	10	7
D613	50	50	跳跳蜂   	70	10	7
D613	50	50	蜈蚣    	70	20	7
D613	50	50	巨型蠕虫	70	10	7
;特殊
D613	50	50	蜈蚣0   	70	2	20
D613	50	50	跳跳蜂0 	70	2	20
D613	50	50	巨型蠕虫0	70	2	20
D613	50	50	钳虫0   	70	2	20
D613	50	50	黑色恶蛆0	70	2	20
D613	50	50	邪恶钳虫2	70	2	15
D613	50	50	邪恶钳虫2	70	2	15
;传奇部落
D614	67	79	黑色恶蛆	50	5	7
D614	53	71	黑色恶蛆	50	10	7
D614	23	82	黑色恶蛆	50	10	7
D614	27	62	黑色恶蛆	50	5	7
D614	18	29	黑色恶蛆	50	10	7
D614	42	22	黑色恶蛆	50	10	7
D614	60	20	黑色恶蛆	50	5	7
D614	77	32	黑色恶蛆	50	10	7
D614	60	48	黑色恶蛆	50	10	7
D614	87	24	黑色恶蛆	50	5	7
D614	50	50	钳虫    	70	15	7
D614	50	50	跳跳蜂  	70	15	7
D614	50	50	蜈蚣    	70	20	7
D614	50	50	巨型蠕虫	70	15	7
;特殊
D614	50	50	蜈蚣0   	70	2	20
D614	50	50	跳跳蜂0 	70	2	20
D614	50	50	巨型蠕虫0	70	2	20
D614	50	50	钳虫0   	70	2	20
D614	50	50	黑色恶蛆0	70	2	20
D614	50	50	邪恶钳虫2	70	2	15
;邪恶势力
D615	82	78	巨型蠕虫	50	5	7
D615	81	54	巨型蠕虫	50	10	7
D615	79	30	巨型蠕虫	50	10	7
D615	60	22	巨型蠕虫	50	5	7
D615	44	16	巨型蠕虫	50	10	7
D615	16	58	巨型蠕虫	50	5	7
D615	17	81	巨型蠕虫	50	10	7
D615	51	55	巨型蠕虫	50	10	7
D615	49	81	巨型蠕虫	50	5	7
D615	50	50	黑色恶蛆	70	15	7
D615	50	50	跳跳蜂  	70	15	7
D615	50	50	蜈蚣    	70	15	7
D615	50	50	钳虫    	70	20	7
;特殊
D615	50	50	蜈蚣0   	70	2	20
D615	50	50	跳跳蜂0 	70	2	20
D615	50	50	巨型蠕虫0	70	2	20
D615	50	50	钳虫0   	70	2	20
D615	50	50	黑色恶蛆0	70	2	20
D615	50	50	邪恶钳虫2	70	2	15
;幽明圣域
D616	20	21	跳跳蜂  	50	10	7
D616	23	38	跳跳蜂  	50	5	7
D616	25	62	跳跳蜂  	50	5	7
D616	11	71	跳跳蜂  	50	10	7
D616	62	66	跳跳蜂  	50	5	7
D616	59	27	跳跳蜂  	50	5	7
D616	77	85	跳跳蜂  	50	10	7
D616	83	55	跳跳蜂  	50	5	7
D616	73	44	跳跳蜂  	50	5	7
D616	82	21	跳跳蜂  	50	10	7
D616	50	50	黑色恶蛆	70	15	7
D616	50	50	巨型蠕虫	70	15	7
D616	50	50	蜈蚣    	70	15	7
D616	50	50	钳虫    	70	20	7
;特殊
D616	50	50	蜈蚣0   	70	2	20
D616	50	50	跳跳蜂0	        70	2	20
D616	50	50	巨型蠕虫0	70	2	20
D616	50	50	钳虫0   	70	2	20
D616	50	50	黑色恶蛆0	70	2	20
D616	50	50	邪恶钳虫2	70	2	15

;恐怖空间
D617	51	45	蜈蚣    	50	15	7
D617	28	35	蜈蚣    	50	10	7
D617	20	66	蜈蚣    	50	15	7
D617	45	81	蜈蚣    	50	10	7
D617	69	84	蜈蚣    	50	15	7
D617	69	61	蜈蚣    	50	10	7
D617	83	42	蜈蚣    	50	15	7
D617	80	17	蜈蚣    	50	10	7
D617	87	72	蜈蚣    	50	15	7
D617	82	21	蜈蚣    	50	10	7
D617	50	50	黑色恶蛆	70	15	7
D617	50	50	巨型蠕虫	70	15	7
D617	50	50	跳跳蜂   	70	15	7
D617	50	50	钳虫    	70	20	7
;特殊
D617	50	50	蜈蚣0   	70	2	20
D617	50	50	跳跳蜂0 	70	2	20
D617	50	50	巨型蠕虫0	70	2	20
D617	50	50	钳虫0	        70	2	20
D617	50	50	黑色恶蛆0	70	2	20
D613	50	50	邪恶钳虫2	70	2	15

;石墓一层
D711	251	41	红野猪  	30	7	10
D711	321	72	红野猪  	30	7	10
D711	363	146	红野猪  	30	7	10
D711	172	59	红野猪  	30	7	10
D711	210	93	红野猪  	30	7	10
D711	262	140	红野猪  	30	7	10
D711	309	19	红野猪  	30	7	10
D711	350	303	红野猪  	30	7	10
D711	111	105	红野猪  	30	7	10
D711	158	149	红野猪  	30	7	10
D711	200	200	红野猪  	30	7	10
D711	255	306	红野猪  	30	7	10
D711	287	286	红野猪  	30	7	10
D711	56	158	红野猪  	30	7	10
D711	153	237	红野猪  	30	7	10
D711	112	250	红野猪  	30	7	10
D711	114	314	红野猪  	30	7	10
D711	304	340	红野猪  	30	7	10
D711	251	41	黑野猪  	30	5	10
D711	321	72	黑野猪  	30	5	10
D711	363	146	黑野猪  	30	5	10
D711	172	59	黑野猪  	30	5	10
D711	210	93	黑野猪  	30	5	10
D711	262	140	黑野猪  	30	5	10
D711	309	19	黑野猪  	30	5	10
D711	350	303	黑野猪  	30	5	10
D711	111	105	黑野猪  	30	5	10
D711	158	149	黑野猪  	30	5	10
D711	200	200	黑野猪  	30	5	10
D711	255	306	黑野猪  	30	5	10
D711	287	286	黑野猪  	30	5	10
D711	56	158	黑野猪  	30	5	10
D711	153	237	黑野猪  	30	5	10
D711	112	250	黑野猪  	30	5	10
D711	114	314	黑野猪  	30	5	10
D711	304	340	黑野猪  	30	5	10
D711	251	41	黑色恶蛆	30	8	10
D711	321	72	黑色恶蛆	30	8	10
D711	363	146	黑色恶蛆	30	8	10
D711	172	59	黑色恶蛆	30	8	10
D711	210	93	黑色恶蛆	30	8	10
D711	262	140	黑色恶蛆	30	8	10
D711	309	19	黑色恶蛆	30	8	10
D711	350	303	黑色恶蛆	30	8	10
D711	111	105	黑色恶蛆	30	8	10
D711	158	149	黑色恶蛆	30	8	10
D711	200	200	黑色恶蛆	30	8	10
D711	255	306	黑色恶蛆	30	8	10
D711	287	286	黑色恶蛆	30	8	10
D711	56	158	黑色恶蛆	30	8	10
D711	153	237	黑色恶蛆	30	8	10
D711	112	250	黑色恶蛆	30	8	10
D711	114	314	黑色恶蛆	30	8	10
D711	304	340	黑色恶蛆	30	8	10
D711	200	200	楔蛾    	200	25	10
;特殊 
D711	200	200	红野猪0 	200	2	30
D711	200	200	黑野猪0 	200	2	30
D711	200	200	黑色恶蛆0	200	2	30
;石墓二层
D712	251	41	红野猪  	30	7	10
D712	321	72	红野猪  	30	7	10
D712	363	146	红野猪  	30	7	10
D712	172	59	红野猪  	30	7	10
D712	210	93	红野猪  	30	7	10
D712	262	140	红野猪  	30	7	10
D712	309	19	红野猪  	30	7	10
D712	350	303	红野猪  	30	7	10
D712	111	105	红野猪  	30	7	10
D712	158	149	红野猪  	30	7	10
D712	200	200	红野猪  	30	7	10
D712	255	306	红野猪  	30	7	10
D712	287	286	红野猪  	30	7	10
D712	56	158	红野猪  	30	7	10
D712	153	237	红野猪  	30	7	10
D712	112	250	红野猪  	30	7	10
D712	114	314	红野猪  	30	7	10
D712	304	340	红野猪  	30	7	10
D712	251	41	黑野猪  	30	5	10
D712	321	72	黑野猪  	30	5	10
D712	363	146	黑野猪  	30	5	10
D712	172	59	黑野猪  	30	5	10
D712	210	93	黑野猪  	30	5	10
D712	262	140	黑野猪  	30	5	10
D712	309	19	黑野猪  	30	5	10
D712	350	303	黑野猪  	30	5	10
D712	111	105	黑野猪  	30	5	10
D712	158	149	黑野猪  	30	5	10
D712	200	200	黑野猪  	30	5	10
D712	255	306	黑野猪  	30	5	10
D712	287	286	黑野猪  	30	5	10
D712	56	158	黑野猪  	30	5	10
D712	153	237	黑野猪  	30	5	10
D712	112	250	黑野猪  	30	5	10
D712	114	314	黑野猪  	30	5	10
D712	304	340	黑野猪  	30	5	10
D712	100	100	黑野猪  	100	3	5	50
D712	300	100	黑野猪  	100	3	5	50
D712	100	300	黑野猪  	100	3	5	50
D712	300	300	黑野猪  	100	3	5	50
D712	251	41	黑色恶蛆	30	5	10
D712	321	72	黑色恶蛆	30	5	10
D712	363	146	黑色恶蛆	30	5	10
D712	172	59	黑色恶蛆	30	5	10
D712	210	93	黑色恶蛆	30	5	10
D712	262	140	黑色恶蛆	30	5	10
D712	309	19	黑色恶蛆	30	5	10
D712	350	303	黑色恶蛆	30	5	10
D712	111	105	黑色恶蛆	30	5	10
D712	158	149	黑色恶蛆	30	5	10
D712	200	200	黑色恶蛆	30	5	10
D712	255	306	黑色恶蛆	30	5	10
D712	287	286	黑色恶蛆	30	5	10
D712	56	158	黑色恶蛆	30	5	10
D712	153	237	黑色恶蛆	30	5	10
D712	112	250	黑色恶蛆	30	5	10
D712	114	314	黑色恶蛆	30	5	10
D712	304	340	黑色恶蛆	30	5	10
D712	200	200	楔蛾    	200	35	10
;特殊
D712	200	200	红野猪0 	200	2	30
D712	200	200	黑野猪0	        200	2	30
D712	200	200	黑色恶蛆0	200	2	30
;石墓三层
D713	251	41	红野猪  	30	7	10
D713	321	72	红野猪  	30	7	10
D713	363	146	红野猪  	30	7	10
D713	172	59	红野猪  	30	7	10
D713	210	93	红野猪  	30	7	10
D713	262	140	红野猪  	30	7	10
D713	309	19	红野猪  	30	7	10
D713	350	303	红野猪  	30	7	10
D713	111	105	红野猪  	30	7	10
D713	158	149	红野猪  	30	7	10
D713	200	200	红野猪  	30	7	10
D713	255	306	红野猪  	30	7	10
D713	287	286	红野猪  	30	7	10
D713	56	158	红野猪  	30	7	10
D713	153	237	红野猪  	30	7	10
D713	112	250	红野猪  	30	7	10
D713	114	314	红野猪   	30	7	10
D713	304	340	红野猪  	30	7	10
D713	251	41	黑野猪   	30	5	10
D713	321	72	黑野猪  	30	5	10
D713	363	146	黑野猪  	30	5	10
D713	172	59	黑野猪  	30	5	10
D713	210	93	黑野猪  	30	5	10
D713	262	140	黑野猪  	30	5	10
D713	309	19	黑野猪  	30	5	10
D713	350	303	黑野猪  	30	5	10
D713	111	105	黑野猪  	30	5	10
D713	158	149	黑野猪  	30	5	10
D713	200	200	黑野猪  	30	5	10
D713	255	306	黑野猪  	30	5	10
D713	287	286	黑野猪  	30	5	10
D713	56	158	黑野猪  	30	5	10
D713	153	237	黑野猪  	30	5	10
D713	112	250	黑野猪  	30	5	10
D713	114	314	黑野猪  	30	5	10
D713	304	340	黑野猪  	30	5	10
D713	100	100	黑野猪  	100	3	5	50
D713	300	100	黑野猪  	100	3	5	50
D713	100	300	黑野猪  	100	3	5	50
D713	300	300	黑野猪  	100	3	5	50
D713	251	41	黑色恶蛆	30	5	10
D713	321	72	黑色恶蛆	30	5	10
D713	363	146	黑色恶蛆	30	5	10
D713	172	59	黑色恶蛆	30	5	10
D713	210	93	黑色恶蛆	30	5	10
D713	262	140	黑色恶蛆	30	5	10
D713	309	19	黑色恶蛆	30	5	10
D713	350	303	黑色恶蛆	30	5	10
D713	111	105	黑色恶蛆	30	5	10
D713	158	149	黑色恶蛆	30	5	10
D713	200	200	黑色恶蛆	30	5	10
D713	255	306	黑色恶蛆	30	5	10
D713	287	286	黑色恶蛆	30	5	10
D713	56	158	黑色恶蛆	30	5	10
D713	153	237	黑色恶蛆	30	5	10
D713	112	250	黑色恶蛆	30	5	10
D713	114	314	黑色恶蛆	30	5	10
D713	304	340	黑色恶蛆	30	5	10
D713	200	200	楔蛾    	200	45	10
D713	100	100	黑色恶蛆	100	5	5	50
D713	300	100	黑色恶蛆	100	5	5	50
D713	100	300	黑色恶蛆	100	5	5	50
D713	300	300	黑色恶蛆	100	5	5	50
D713	200	200	角蝇    	200	20	10
D713	200	200	蝎蛇    	200	40	10
;特殊
D713	200	200	红野猪0  	200	2	30
D713	200	200	黑野猪0  	200	2	30
D713	200	200	黑色恶蛆0	200	2	30
D713	200	200	蝎蛇0   	200	2	30
D713	200	200	红野猪3  	200	10	15
D713	200	200	黑野猪3  	200	10	15
D713	200	200	蝎蛇3   	200	10	15
;石墓四层
D714	251	41	红野猪  	30	7	10
D714	321	72	红野猪  	30	7	10
D714	363	146	红野猪  	30	7	10
D714	172	59	红野猪  	30	7	10
D714	210	93	红野猪  	30	7	10
D714	262	140	红野猪  	30	7	10
D714	309	19	红野猪  	30	7	10
D714	350	303	红野猪  	30	7	10
D714	111	105	红野猪  	30	7	10
D714	158	149	红野猪  	30	7	10
D714	200	200	红野猪  	30	7	10
D714	255	306	红野猪  	30	7	10
D714	287	286	红野猪  	30	7	10
D714	56	158	红野猪  	30	7	10
D714	153	237	红野猪  	30	7	10
D714	112	250	红野猪  	30	7	10
D714	114	314	红野猪  	30	7	10
D714	304	340	红野猪  	30	7	10
D714	251	41	黑野猪  	30	5	10
D714	321	72	黑野猪  	30	5	10
D714	363	146	黑野猪  	30	5	10
D714	172	59	黑野猪  	30	5	10
D714	210	93	黑野猪  	30	5	10
D714	262	140	黑野猪  	30	5	10
D714	309	19	黑野猪  	30	5	10
D714	350	303	黑野猪    	30	5	10
D714	111	105	黑野猪  	30	5	10
D714	158	149	黑野猪  	30	5	10
D714	200	200	黑野猪  	30	5	10
D714	255	306	黑野猪  	30	5	10
D714	287	286	黑野猪  	30	5	10
D714	56	158	黑野猪  	30	5	10
D714	153	237	黑野猪  	30	5	10
D714	112	250	黑野猪  	30	5	10
D714	114	314	黑野猪  	30	5	10
D714	304	340	黑野猪  	30	5	10
D714	100	100	黑野猪  	100	3	5	50
D714	300	100	黑野猪  	100	3	5	50
D714	100	300	黑野猪  	100	3	5	50
D714	300	300	黑野猪  	100	3	5	50
D714	251	41	黑色恶蛆	30	5	10
D714	321	72	黑色恶蛆	30	5	10
D714	363	146	黑色恶蛆	30	5	10
D714	172	59	黑色恶蛆	30	5	10
D714	210	93	黑色恶蛆	30	5	10
D714	262	140	黑色恶蛆	30	5	10
D714	309	19	黑色恶蛆	30	5	10
D714	350	303	黑色恶蛆	30	5	10
D714	111	105	黑色恶蛆	30	5	10
D714	158	149	黑色恶蛆	30	5	10
D714	200	200	黑色恶蛆	30	5	10
D714	255	306	黑色恶蛆	30	5	10
D714	287	286	黑色恶蛆	30	5	10
D714	56	158	黑色恶蛆	30	5	10
D714	153	237	黑色恶蛆	30	5	10
D714	112	250	黑色恶蛆	30	5	10
D714	114	314	黑色恶蛆	30	5	10
D714	304	340	黑色恶蛆	30	5	10
D714	100	100	蝎蛇     	100	3	5	50
D714	300	100	蝎蛇    	100	3	5	50
D714	100	300	蝎蛇    	100	3	5	50
D714	300	300	蝎蛇    	100	3	5	50
D714	200	200	蝎蛇    	200	50	10
D714	200	200	楔蛾    	200	55	10
D714	200	200	白野猪   	200	3	120
D714	200	200	角蝇    	200	20	10
;特殊
D714	200	200	红野猪0	        200	2	15
D714	200	200	黑野猪0 	200	2	15
D714	200	200	黑色恶蛆0	200	2	15
D714	200	200	蝎蛇0   	200	2	15
D714	200	200	红野猪3  	200	15	30
D714	200	200	黑野猪3  	200	15	30
D714	200	200	蝎蛇3   	200	15	30
;石墓五层
D715	200	200	红野猪   	200	100	10
D715	200	200	楔蛾     	200	100	10
D715	200	200	蝎蛇    	200	100	10
D715	200	200	黑野猪   	200	100	10
D715	200	200	黑色恶蛆	200	100	10
D715	200	200	角蝇    	200	30	10
;特殊
D715	200	200	红野猪0 	200	2	30
D715	200	200	黑野猪0 	200	2	30
D715	200	200	黑色恶蛆0	200	2	30
D715	200	200	蝎蛇0   	200	2	30
D715	200	200	红野猪3  	200	20	15
D715	200	200	黑野猪3  	200	20	15
D715	200	200	蝎蛇3   	200	20	15
D715	200	200	白野猪  	200	1	120
;石墓六层
D716	25	25	红野猪  	25	5	10
D716	25	25	黑野猪  	25	5	10
D716	25	25	楔蛾    	25	8	10
D716	25	25	蝎蛇    	25	5	10
D716	25	25	黑色恶蛆	25	8	10
D716	25	25	角蝇    	25	5	10
D716	25	25	黑野猪0  	25	1	120
;石墓阵
D71601	25	25	红野猪  	25	7	10
D71601	25	25	黑野猪   	25	7	10
D71601	25	25	楔蛾    	25	10	10
D71601	25	25	蝎蛇    	25	7	10
D71601	25	25	黑色恶蛆	25	10	10
D71601	25	25	角蝇    	25	3	10
;特殊
D71601	25	25	红野猪0 	25	2	120
D71601	25	25	红野猪3 	25	1	30
D71601	25	25	黑野猪3 	25	1	30
D71601	25	25	蝎蛇3   	25	1	30

D71602	25	25	红野猪  	25	7	10
D71602	25	25	黑野猪  	25	7	10
D71602	25	25	楔蛾    	25	10	10
D71602	25	25	蝎蛇    	25	7	10
D71602	25	25	黑色恶蛆	25	10	10
D71602	25	25	角蝇    	25	3	10
;特殊
D71602	25	25	黑野猪0  	25	2	120
D71602	25	25	红野猪3  	25	1	30
D71602	25	25	黑野猪3 	25	1	30
D71602	25	25	蝎蛇3   	25	1	30

D71603	25	25	红野猪  	25	7	10
D71603	25	25	黑野猪   	25	7	10
D71603	25	25	楔蛾    	25	10	10
D71603	25	25	蝎蛇    	25	7	10
D71603	25	25	黑色恶蛆	25	10	10
D71603	25	25	角蝇    	25	3	10
;特殊
D71603	25	25	黑色恶蛆0	25	2	120
D71603	25	25	红野猪3 	25	1	30
D71603	25	25	黑野猪3 	25	1	30
D71603	25	25	蝎蛇3   	25	1	30

D71604	25	25	红野猪  	25	7	10
D71604	25	25	黑野猪   	25	7	10
D71604	25	25	楔蛾    	25	10	10
D71604	25	25	蝎蛇    	25	7	10
D71604	25	25	黑色恶蛆	25	10	10
D71604	25	25	角蝇    	25	3	10
;特殊
D71604	25	25	蝎蛇0   	25	2	120
D71604	25	25	红野猪3  	25	1	30
D71604	25	25	黑野猪3  	25	1	30
D71604	25	25	蝎蛇3   	25	1	30

D71605	25	25	红野猪  	25	7	10
D71605	25	25	黑野猪  	25	7	10
D71605	25	25	楔蛾    	25	10	10
D71605	25	25	蝎蛇    	25	7	10
D71605	25	25	黑色恶蛆	25	10	10
D71605	25	25	角蝇    	25	3	10
;特殊
D71605	25	25	红野猪0 	25	2	120
D71605	25	25	红野猪3 	25	1	30
